,outputs_0,outputs_1,outputs_2,outputs_3,outputs_4,outputs_5,final_output
1658,Qe2#,Qe2#,Qe2#,garbage,garbage,garbage,Qe2#
1659,Rf6#,Rf6#,Rf6#,Rf6#,Rf6#,Rf6#,Rf6#
1660,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1661,garbage,garbage,Qxe3#,Qxe3#,garbage,Qxe3#,Qxe3#
1662,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1663,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
1664,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1665,Rf2#,garbage,garbage,Rf2#,Rf2#,Rf2#,Rf2#
1666,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1667,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#
1668,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#
1669,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1670,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1671,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1672,garbage,garbage,garbage,garbage,Qxf8#,Qxf8#,Qxf8#
1673,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1674,Ra1#,Ra1#,garbage,garbage,Ra1#,garbage,Ra1#
1675,Qxf8#,garbage,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1676,Qa2#,garbage,garbage,Qa2#,garbage,garbage,Qa2#
1677,Nf6#,Nf6#,Nf6#,Nf6#,Nf6#,Nf6#,Nf6#
1678,garbage,garbage,Rxf7#,Rxf7#,Rxf7#,garbage,Rxf7#
1679,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#
1680,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1681,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
1682,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1683,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1684,h6#,h6#,Rh6#,h6#,Rh6#,Rh6#,h6#
1685,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#
1686,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1687,garbage,Qxf7#,Qxf7#,Qxf7#,garbage,Qxf7#,Qxf7#
1688,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
1689,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#
1690,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1691,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1692,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1693,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#
1694,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1695,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1696,garbage,garbage,Rxe1#,garbage,Rxe1#,Rxe1#,Rxe1#
1697,Qg6#,Qh7#,Qh7#,Qg6#,Qg6#,Qg6#,Qg6#
1698,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1699,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#
1700,Rxd8#,Qf7#,Qf7#,Rxd8#,Qf7#,Rxd8#,Rxd8#
1701,Qf3#,Qd2#,Qd2#,Qf3#,Qd2#,Qd2#,Qf3#
1702,garbage,garbage,Qxf2#,garbage,garbage,Qxf2#,Qxf2#
1703,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#
1704,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1705,Qh1#,Qg3#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
1706,Rxc1#,Rxc1#,Rxc1#,Rxc1#,Rxc1#,Rxc1#,Rxc1#
1707,garbage,d7#,garbage,garbage,garbage,d7#,d7#
1708,Qh6#,Rh7#,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#
1709,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1710,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1711,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1712,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
1713,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1714,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#
1715,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1716,Qb8#,Qb8#,Qb8#,Qb8#,Qb8#,Qb8#,Qb8#
1717,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#
1718,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1719,Qf2#,Bg3#,Qf2#,Bg3#,Bg3#,Bg3#,Qf2#
1720,garbage,Qxe2#,Qxe2#,Qxe2#,Qxe2#,garbage,Qxe2#
1721,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1722,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#
1723,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1724,garbage,Qe7#,Qxd8#,Qxd8#,Qe7#,Qe7#,Qe7#
1725,Rxe8#,Rxe8#,garbage,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1726,Rexe6#,garbage,Rexe6#,garbage,garbage,garbage,Rexe6#
1727,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
1728,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#
1729,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1730,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1731,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1732,Qd3#,Qd3#,Rxf3#,garbage,Qd3#,Rxf3#,Qd3#
1733,Qxf6#,garbage,Qxf6#,garbage,garbage,Qxf6#,Qxf6#
1734,Qa2#,Qa2#,Qa2#,Qa2#,Qa2#,Qa2#,Qa2#
1735,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#
1736,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
1737,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#
1738,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#
1739,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1740,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#
1741,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
1742,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#
1743,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1744,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1745,Qh6#,garbage,Rh6#,garbage,Rh6#,Qh6#,Qh6#
1746,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1747,Qe7#,Bb5#,garbage,garbage,garbage,Qe7#,Qe7#
1748,Qxc6#,Qxc6#,Qxc6#,Qxc6#,Qxc6#,Qxc6#,Qxc6#
1749,Rxh6#,garbage,Rxh6#,Rxh6#,Rxh6#,garbage,Rxh6#
1750,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1751,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
1752,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1753,Bxf2#,garbage,garbage,Bxf2#,Bxf2#,Bxf2#,Bxf2#
1754,garbage,garbage,garbage,garbage,garbage,Nxh8#,Nxh8#
1755,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1756,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1757,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1758,Qd4#,Qd4#,Qd4#,Qd4#,Qd4#,Qd4#,Qd4#
1759,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,garbage,Qh2#
1760,garbage,Qg7#,Qg7#,Qxh5#,garbage,Qg7#,Qg7#
1761,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1762,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1763,Qxd5#,Qxd5#,Qxd5#,Qxd5#,Qxd5#,Qxd5#,Qxd5#
1764,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#
1765,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1766,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#
1767,garbage,Bc4#,Bc4#,garbage,Bc4#,garbage,Bc4#
1768,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1769,garbage,garbage,garbage,garbage,garbage,Nf2#,Nf2#
1770,garbage,Qh7#,Qh6#,Qh6#,Qh7#,Qh7#,Qh7#
1771,d2#,d2#,d2#,d2#,d2#,d2#,d2#
1772,Qc3#,Qee4#,garbage,Qee4#,Qee4#,Qee4#,Qc3#
1773,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qd8#,Qe8#
1774,Qh8#,Qh8#,garbage,garbage,Qh8#,Qh8#,Qh8#
1775,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1776,Qxb6#,Qxb6#,Qxb6#,garbage,Qxb6#,garbage,Qxb6#
1777,garbage,garbage,garbage,garbage,Bf3#,garbage,Bf3#
1778,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1779,Qc3#,Qd4#,Qc3#,Qd4#,Qc3#,Qc3#,Qc3#
1780,Qh1#,Qg2#,Qg2#,Qh2#,Qg2#,Qh2#,Qh1#
1781,Qg8#,Qg8#,Qg8#,Qxf8#,Qg8#,Qg8#,Qg8#
1782,garbage,Qb6#,garbage,garbage,garbage,garbage,Qb6#
1783,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1784,Nxh7#,garbage,Nxh7#,Nxh7#,garbage,Nxh7#,Nxh7#
1785,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1786,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1787,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1788,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1789,Qg5#,Qg5#,Qg5#,Qg5#,garbage,garbage,Qg5#
1790,Rxg8#,Rxg8#,Rxg8#,Rxg8#,Rxg8#,Rxg8#,Rxg8#
1791,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#
1792,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1793,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1794,garbage,Qa1#,Qa1#,Qa1#,garbage,Qa1#,Qa1#
1795,garbage,Qc1#,Qd1#,Qd1#,garbage,Qd1#,Qc1#
1796,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1797,Qe7#,garbage,garbage,garbage,Qe7#,Qe7#,Qe7#
1798,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1799,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1800,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1801,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1802,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1803,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1804,Qb4#,Qb4#,b5#,b5#,Qb4#,Qb4#,Qb4#
1805,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#
1806,garbage,garbage,garbage,garbage,Qd1#,Qd1#,Qd1#
1807,Qg1#,garbage,Qg1#,Qg1#,Qg1#,garbage,Qg1#
1808,Rb5#,Rb5#,Rb5#,Rb5#,Rb5#,Rb5#,Rb5#
1809,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#
1810,Re2#,garbage,garbage,garbage,Re2#,garbage,Re2#
1811,Qb1#,Qb1#,Qb1#,Qc1#,Qb1#,Qc1#,Qb1#
1812,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1813,garbage,Qg4#,garbage,garbage,garbage,Qg4#,Qg4#
1814,Qa5#,Qa5#,Qa5#,Qa5#,Qa5#,Qa5#,Qa5#
1815,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1816,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#
1817,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1818,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#
1819,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1820,Qe2#,Qe2#,Qe2#,Qxf2#,Qe2#,Qe2#,Qe2#
1821,Rf1#,Rf1#,Rh2#,Rh2#,Rf1#,Rf1#,Rf1#
1822,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#
1823,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1824,garbage,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#
1825,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1826,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1827,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1828,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
1829,garbage,Qcc1#,Qcc1#,Qcc1#,Qcc1#,garbage,Qcc1#
1830,garbage,garbage,Qh8#,garbage,Qh8#,garbage,Qh8#
1831,Rxd5#,Rxd5#,Rxd5#,Rxd5#,Rxd5#,Rxd5#,Rxd5#
1832,Qh3#,Qh3#,Rh8#,Qh3#,Qh3#,Qh3#,Qh3#
1833,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1834,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1835,Rh8#,Rhd7#,Rh8#,Rh8#,Rh8#,Rhd7#,Rh8#
1836,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#
1837,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1838,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#
1839,garbage,garbage,Qh4#,Qh4#,Qh4#,garbage,Qh4#
1840,f4#,Ra3#,f4#,garbage,Bf4#,Bf4#,f4#
1841,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1842,garbage,garbage,garbage,garbage,garbage,Qxg5#,Qxg5#
1843,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1844,garbage,garbage,garbage,garbage,garbage,Qxe7#,Qxe7#
1845,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1846,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1847,Qg3#,Qxf3#,garbage,Qg3#,Qxf3#,Qg3#,Qg3#
1848,garbage,garbage,Qg5#,Qg5#,Qg5#,garbage,Qg5#
1849,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
1850,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#
1851,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#
1852,Rcg2#,Rcg2#,Rcg2#,Rcg2#,Rcg2#,Rcg2#,Rcg2#
1853,Rf2#,Rf2#,Rf2#,Rf2#,Rf2#,Rf2#,Rf2#
1854,g3#,Rh8#,g3#,g3#,Rh8#,Rh8#,g3#
1855,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1856,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1857,Qf2#,garbage,Qf2#,garbage,garbage,garbage,Qf2#
1858,Bc6#,Bc6#,Qb3#,Bc6#,Qb3#,Bc6#,Bc6#
1859,Ra2#,Ra2#,Ra2#,Ra2#,Ra2#,Ra2#,Ra2#
1860,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1861,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
1862,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1863,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1864,Qd1#,Qd1#,Qd1#,Qd1#,garbage,garbage,Qd1#
1865,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#
1866,Re5#,Ne3#,Ne3#,garbage,Ne3#,Re5#,Re5#
1867,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1868,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
1869,Qxf1#,Qxf1#,Qxf1#,garbage,Qxf1#,garbage,Qxf1#
1870,Qf2#,Qf2#,garbage,Qf2#,Qf2#,Qf2#,Qf2#
1871,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1872,garbage,Rh1#,garbage,garbage,Rh1#,Rh1#,Rh1#
1873,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1874,Rb8#,Rb8#,Rb8#,garbage,garbage,garbage,Rb8#
1875,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#
1876,Qf8#,Qf8#,Qg7#,Qf8#,Qg7#,Qf8#,Qf8#
1877,Qe8#,Qe8#,garbage,garbage,garbage,Qe8#,Qe8#
1878,Qxf6#,Qxf6#,Qxf6#,Qxf6#,Qxf6#,Qxf6#,Qxf6#
1879,Qb2#,Qb2#,Qb2#,Qb3#,Qb2#,Qb3#,Qb2#
1880,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1881,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1882,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1883,Rd1#,Rd1#,garbage,garbage,garbage,Rd1#,Rd1#
1884,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#
1885,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#
1886,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1887,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
1888,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1889,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1890,Qf2#,Qf2#,garbage,Qf2#,garbage,Qf2#,Qf2#
1891,garbage,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1892,garbage,Nxf2#,Qf4#,Nxf2#,Qf4#,Qf4#,Nxf2#
1893,Rd1#,Rd1#,Rd1#,garbage,garbage,Qg2#,Rd1#
1894,Ra4#,garbage,garbage,garbage,Rb5#,garbage,Ra4#
1895,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1896,Rxd8#,Rxd8#,garbage,Rxd8#,garbage,Rxd8#,Rxd8#
1897,Bf6#,Bf6#,Bf6#,Bf6#,Bf6#,Bf6#,Bf6#
1898,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Bxg7#,Qxg7#,Qxg7#
1899,Qxb4#,Qxb4#,Qxb4#,Qxb4#,Qxb4#,Qxb4#,Qxb4#
1900,Qd4#,Qd4#,Qxf4#,Qxf4#,Qd4#,Qd4#,Qd4#
1901,Qa7#,Qb7#,Qaa7#,Qa7#,Qa7#,Qa8#,Qa7#
1902,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1903,Rxg7#,Rxg7#,Rxg7#,Rxg7#,Rxg7#,Rxg7#,Rxg7#
1904,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#
1905,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1906,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1907,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1908,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1909,Qh7#,garbage,garbage,Nf6#,Nf6#,Nf6#,Qh7#
1910,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1911,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1912,garbage,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#
1913,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1914,garbage,garbage,garbage,garbage,Ng6#,Ng6#,Ng6#
1915,garbage,d7#,garbage,garbage,d7#,d7#,d7#
1916,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1917,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
1918,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1919,Qe3#,Qd1#,Qd1#,garbage,Qd1#,Qe3#,Qe3#
1920,garbage,garbage,Nxd6#,garbage,garbage,garbage,Nxd6#
1921,garbage,Rc8#,Rc8#,garbage,Rc8#,garbage,Rc8#
1922,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1923,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1924,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#
1925,Qf7#,Qf7#,Qe8#,Qe8#,Qf7#,Qe8#,Qf7#
1926,Rb8#,garbage,garbage,garbage,Rb8#,garbage,Rb8#
1927,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1928,garbage,garbage,garbage,Qh8#,Qh8#,Qh8#,Qh8#
1929,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1930,Qe6#,Qe6#,Bc7#,garbage,Qe6#,Qe6#,Qe6#
1931,Qh1#,Qg4#,Qh3#,Qg4#,Qh1#,Qg4#,Qh1#
1932,Qb7#,garbage,Qc8#,garbage,garbage,Qc8#,Qb7#
1933,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#
1934,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#
1935,garbage,garbage,garbage,Qc7#,Qc7#,garbage,Qc7#
1936,Qd6#,Qc5#,Qc5#,Qc5#,garbage,garbage,Qd6#
1937,Qg7#,Qg7#,Qg7#,Qg7#,garbage,Qg7#,Qg7#
1938,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1939,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#
1940,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1941,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1942,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
1943,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
1944,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1945,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1946,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#
1947,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1948,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1949,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1950,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
1951,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#
1952,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1953,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1954,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1955,Qb2#,garbage,Rd2#,Qb2#,Qb2#,Qb2#,Qb2#
1956,Qd3#,Qd3#,Qd3#,Qd3#,Qd3#,Qd3#,Qd3#
1957,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1958,Qf6#,Qe6#,Qf6#,Qf6#,Qe6#,Qf6#,Qf6#
1959,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1960,Qxb2#,garbage,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#
1961,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1962,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1963,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1964,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#
1965,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1966,garbage,Qxb7#,Qxb7#,garbage,Qxb7#,Qxb7#,Qxb7#
1967,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#
1968,garbage,garbage,garbage,garbage,Qg1#,garbage,Qg1#
1969,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1970,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#
1971,garbage,Qxe8#,garbage,garbage,Qxe8#,garbage,Qxe8#
1972,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1973,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#
1974,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1975,Qxb8#,Qxb8#,garbage,garbage,Qxb8#,Qxb8#,Qxb8#
1976,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#
1977,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1978,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1979,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
